Job Title,Job Description,link,price
Shopify Web site for Vintage Jewellery,"We seek an expert Shopify developer to rebuild our vintage jewelry webstore from scratch. As a purveyor of antique and designer pieces, presenting our unique collection through a fashionable and intuitive site is paramount. The initial site should showcase around 100 items utilizing a mutually agreed upon template that aligns with our retro aesthetic. Ease of management is also key, as we continuously acquire new inventory to feature. Integration with sellerpic.ai for automated photos is desired. Above all, the site must elegantly capture the distinctive charm and craftsmanship of our vast array of collectible baubles for a sophisticated global audience. Skillful styling married with robust functionality will help maximize our growing online presence.",https://www.peopleperhour.com/freelance-jobs/design/fashion-clothing/shopify-web-site-for-vintage-jewellery-4399107,$139
Web developer needed for various website,"We are looking to work with a web developer who has knowledge of WordPress, PHP, HTML, servers. Per website work with details will be provided and work per hour.",https://www.peopleperhour.com/freelance-jobs/technology-programming/website-development/web-developer-needed-for-various-website-4396908,$25/hr
Data scraping from list of websites,"Need email address data pulling from these sites please: England Squash: https://www.englandsquash.com/find-a-club LTA (Tennis): https://clubspark.lta.org.uk/ RFU (Rugby): https://www.englandrugby.com/find-rugby FA Grassroots Football: https://www.englandfootball.com/play/adult-football Martial Arts (Mixed): Check governing bodies like British Judo, Karate Union of Great Britain ECB Cricket: https://www.ecb.co.uk/play/find-a-club https://www.openactive.io/data-catalogue/",https://www.peopleperhour.com/freelance-jobs/technology-programming/databases/data-scraping-from-list-of-websites-4390312,$137
Experienced Web Developer Needed,"I’m looking for a highly experienced web developer or team to build a professional, easy-to-use website that works smoothly on both web and mobile. The site needs to have: • A clean front-end marketing page (before login) • A paid membership system (users must purchase to access content) • Secure user registration & login • Member dashboard with editable profiles • Password reset and email confirmations • Fully responsive design (desktop & mobile) • Admin panel to manage users/members I want the experience to feel modern, clean, and effortless for the user. Simplicity and clarity are very important. Please include: • Examples of similar work (membership sites or user portals) • What platform/tech stack you recommend and why • Estimated time and cost • Ongoing support or maintenance options, if available This is for a UK-based business and GDPR compliance is important. Looking forward to hearing from you!",https://www.peopleperhour.com/freelance-jobs/design/web-design/experienced-web-developer-needed-4396001,$2K
Content Writer to Create Web Copies For Service Pages,"Content Writer to Create Web Copies For Service Pages, Write clear, engaging, and conversion-focused copy for website pages : service pages, location pages. Ensure consistency in tone and voice across all pages Conduct light research to understand the brand, audience, and competitors Incorporate SEO best practices (keywords, meta descriptions, headers) The bid is for 3 pages up to 850 Words.",https://www.peopleperhour.com/freelance-jobs/writing-translation/content-writing/content-writer-to-create-web-copies-for-service-pages-4398997,$123
Web Developer (Lovable.dev + Supabase) – Ongoing Project,"Project Status: In Progress – Continuation and Completion Required Job Description: We are seeking an experienced and detail-oriented Full Stack Developer to join and complete a web application that is currently in development. The project uses Lovable.dev for frontend/logic and Supabase as the backend. Before starting new development tasks, the developer will be required to review the existing website, identify any issues, and check for duplicate database entries, structural errors, or misconfigurations. This is a fast turnaround project, and we need someone who can deliver quality code while maintaining velocity. Key Responsibilities: > Continue building and integrating features into an already initiated website using Lovable.dev AI development platform. > Ensure full backend integration using Supabase (PostgreSQL, Authentication, Edge Functions, etc.). > Implement custom logic, workflows, and frontend/backend sync. > Ensure the website is scalable, secure, and optimized for performance. > Document the entire system architecture, including: - API Endpoints - Backend logic and data models - Supabase table structures - Authentication workflows - Database triggers or edge functions - Frontend-backend workflows - Any third-party integrations or dependencies > Maintain clear and updated developer documentation for future maintenance and handoff. > Provide daily updates on development progress, including: - Features completed - Bugs fixed - Obstacles or roadblocks - Next day’s plan Requirements: > Proven experience with Supabase and its core components (DB, Auth, Functions, Realtime, Storage). > Hands-on experience with Lovable.dev or similar no-code/AI-assisted development platforms. > Strong understanding of: - Web application architecture (Frontend + Backend) - RESTful APIs and secure API design - OAuth and Role-Based Access Control (RBAC) - Workflow automations within AI-based platforms > Ability to write clean, maintainable code and documentation. > Comfortable integrating with third-party tools or APIs if required. > Strong written communication skills and ability to deliver daily updates. > Previous experience in completing projects using Supabase or AI no-code builders preferred (please provide links or descriptions).",https://www.peopleperhour.com/freelance-jobs/artificial-intelligence/artificial-intelligence-website-development/web-developer-lovable-dev-supabase-ongoing-project-4398311,$130
Create an Explainer Video from Screenshots of a Web Application,"I need a short explainer video (1–2 minutes) that visually demonstrates how my web application works. I will provide a set of screenshots that show different steps of the user journey. Your task will be to: Animate the screenshots in a way that simulates real usage (e.g., mouse movement, clicks, transitions) Add simple highlights (e.g., zoom on buttons, tooltips, or areas of interest) Include voiceover (English) or captions to explain what is happening Add intro/outro with app logo and title (if possible) Final output should be in HD 1080p (MP4 format) The video should look clean, professional, and suitable for demo, marketing, or onboarding purposes.",https://www.peopleperhour.com/freelance-jobs/artificial-intelligence/artificial-intelligence-video-editing/create-an-explainer-video-from-screenshots-of-a-web-applicat-4396997,$68
Founding Web & Platform Manager – Fintech/Crypto Startup,"Frog Global LTD is a UK-based startup working at the intersection of fintech, crypto exchange services, and e-commerce. We are actively looking for a long-term team member to join us as Founding Web & Platform Manager — someone who will take ownership of our entire digital presence:",https://www.peopleperhour.com/freelance-jobs/design/web-design/founding-web-platform-manager-fintech-crypto-startup-4398298,$76
Need a web developer ideally wordpress for on going projects?,"Need a web developer ideally wordpress for on going projects? Must have the ability to code, good work ethic, and have good understanding of English. Understand confidentiality and willing to work.",https://www.peopleperhour.com/freelance-jobs/technology-programming/website-development/need-a-web-developer-ideally-wordpress-for-on-going-projects-4394449,$137
Develop Web Customer Portal,"We seek a skilled developer to design and build a customer portal for viewing and accessing product price lists. Our enterprise resource planning system currently houses pricing data for multiple categories containing hundreds of individual items. Each of our clients may have access to differing assortments spread across various classifications. The portal must provide a branded interface for clients to view their customized pricing packages in an organized manner. It is imperative that the developed solution integrates seamlessly with our existing ERP infrastructure to retrieve up-to-date listings. Additionally, clients must have the ability to download full catalogs in CSV format for ease of importing costs into their own systems. Security and authentication will be paramount to restrict access solely to entitled accounts. The chosen developer will be expected to implement responsive design principles to ensure cross-browser compatibility and optimize the user experience across different devices. Proficiency with modern web technologies and backend programming is essential. The completed portal should yield an intuitive customer-centric solution meeting both current demands and capacity for future enhancement.",https://www.peopleperhour.com/freelance-jobs/technology-programming/erp-crm-development/develop-web-customer-portal-4392712,$13.7K
Web Application Automation,"We are looking for an experienced automation tester/developer to automate a complete web application using Selenium in Java. Requirements: End-to-End Automation: Automate the full flow of the web application (from login to final operation/transaction). Include proper waits, error handling, and validations. All scripts should run in a single execution flow with detailed reports (ExtentReport or similar). Regression Test Pack: Build a regression suite for the core functionalities of the application. Ensure easy execution for future testing cycles. Documentation: Provide clear documentation explaining: How to set up and run the project. Where and how to update data like URLs, credentials, and test parameters. Folder structure and test strategy. Technology Stack: Selenium Java TestNG or JUnit (preferred) Maven/Gradle (for build) Reporting (ExtentReport, Allure, or any similar framework) Budget: $100 (Fixed) Timeline: 10 Days (negotiable) Note: You will be required to share the complete source code and documentation upon delivery.",https://www.peopleperhour.com/freelance-jobs/technology-programming/software-testing/web-application-automation-4397869,$100
"HTML, CSS, React using TypeScript","We are a Cloud software services and consulting company with clients located world-wide. We are hiring React/HTML5 Engineers to develop a React web application using TypeScript. We are looking for developers who excel at vanilla HTML development without using traditional Javascript frameworks. Automated Testing using Playwright will be forefront in all coding. The majority of our services are provided remotely. You will be given the opportunity to work from home, with minimal in-person meetings. We use a combination of a strong software lifecycle, automated build pipelines with integration tests, and, in some cases, continuous delivery of software. Our employees require discipline, excellent communication, and a passion for technology and problem solving. Basic Qualifications * Minimum of 5+ years of HTML5/CSS development experience * Minimum of 5+ years of React * Proven experience using version control patterns using Git Preferred Qualifications * Experience with Agile development lifecycle including Atlassian JIRA, Confluence, and/or BitBucket * Experience with automated testing using Selenium or Playwright Professional Skill Requirements * Success in contributing to an international, team-oriented environment * Ability to work remotely using Agile software practices and tools * Ability to work creatively and analytically in a problem-solving environment * Excellent communication (written and oral) and interpersonal skills",https://www.peopleperhour.com/freelance-jobs/technology-programming/website-development/html-css-react-using-typescript-4393680,$36/hr
Python bot,"“Looking for someone to develop a powerful, high-performance Python shell bot called ‘Thunder’—named for its speed and strength.”",https://www.peopleperhour.com/freelance-jobs/technology-programming/programming-coding/python-bot-4393669,$60
Create custom python scripts for website & Google scraping,"I need help creating new custom python scripts for scraping Google search results with the https://dataforseo.com/ API, updating scripts that we already have and other scraping projects. We have scripts that we use that need updating as well as new scripts that need to be created. For Google scraping we need to use the Data For SEO API, and we can share documentation to follow. English speaking is required and proof of previous projects is needed for us to work together.",https://www.peopleperhour.com/freelance-jobs/technology-programming/programming-coding/create-custom-python-scripts-for-website-google-scraping-4395771,$34/hr
Long term support for custom Python code,"I’m seeking a developer partner to provide Long-Term Support (LTS) for my existing Python code that utilizes pandas for data manipulation. The code currently runs on Windows. This code runs 2-3 times a month, only in the first week of the month. Key Requirements: - Long-term support including troubleshooting and updates (2-4 years). - I require an SLA contract. Corrections to code are time critical and shall be addressed within 24 hours. Ideal Skills: - A small to mid-sized company with at least 50 relevant employees. Support should be available in all cases. Time zone is Asia/Europe. - Expertise in Python and pandas. - Experience with finance (accounting) related projects - Strong problem-solving skills. - Availability for ongoing support is a must. Please only bid if you have a proven track record in Python development and are committed to long-term engagement.",https://www.peopleperhour.com/freelance-jobs/technology-programming/programming-coding/long-term-support-for-custom-python-code-4387198,$100/hr
Looking for candidates who knows some basic web skills,"Hi, everyone. I am looking for someone who helps us regarding our business related to the software development. We need to have our communications with English so candidates must be fluent in English verbal and writing. And they need to know about some web basic skills such as react, python and so on. If you don't satisfied with these conditions, don't apply. I am looking for someone whose hourly rate is 20-30$ also. Hope I find the best one asap. Thanks.",https://www.peopleperhour.com/freelance-jobs/technology-programming/website-development/looking-for-candidates-who-knows-some-basic-web-skills-4388797,$27/hr
Freelance Developer – Web Scraping + Simple API (Real Estate),"I’m looking for a freelance developer with solid experience in web scraping to help build a streamlined tool for targeted real estate marketing in Québec, Canada. Goal: Build a tool that: Scrapes a real estate website every 30 days, Extracts only new property listings (address + city), Exports data into a simple format (CSV or lightweight database), Allows for quick label (sticker) printing through a fast and simple API or interface, for direct mail marketing. Required Skills: Expertise in web scraping (Apify, Puppeteer, Playwright, Python or any solid tech stack) Ability to detect and extract only new listings (compare with past data) Build a lightweight API or web tool to handle export and printing functions Performance-focused and automation-savvy French knowledge is a bonus (not mandatory) What I’m looking for: A reliable, stable, and easy-to-use tool Someone who’s autonomous, structured, and proactive Good communication Budget: Open, based on experience and approach Potential for ongoing collaboration and future enhancements Interested? Please send me: A quick example of similar work (scraping or automation/API) Your approach to detecting new listings only Your availability and rate Thanks!",https://www.peopleperhour.com/freelance-jobs/technology-programming/programming-coding/freelance-developer-web-scraping-simple-api-real-esta-4399281,$500
REFLEX -Zero-Knowledge Architecture Implementation,"DO NOT APPLY IF YOU DONT HAVE RELEX AND SECUITY EXPERIENCE We are seeking a skilled developer to implement a zero-knowledge architecture in our existing Python-based web application built with Reflex. The application currently handles user data, company information, and contact entries, and requires enhanced privacy and security through zero-knowledge principles. ____________________________________________________________________________________ Current System Architecture The application currently uses: Reflex framework for web development SQLModel/SQLAlchemy for database operations Local authentication system Models for UserInfo, AdminUser, CompanyData, and ContactEntry ___________________________________________________________________________________ Technical Requirements Required Skills Strong experience with zero-knowledge protocols and cryptography Proficiency in Python and modern web frameworks Experience with SQL databases and ORMs Understanding of secure key management Knowledge of end-to-end encryption implementation Specific Technologies Zero-knowledge proof systems (e.g., zk-SNARKs or zk-STARKs) Modern encryption libraries Secure key management solutions Database encryption tools Deliverables Detailed technical design document Implementation of zero-knowledge architecture Updated database schema with encryption support Secure API endpoints Documentation for: System architecture Security protocols Key management User guide for encrypted operations",https://www.peopleperhour.com/freelance-jobs/technology-programming/programming-coding/reflex-zero-knowledge-architecture-implementation-4388727,$478
Website App Required,"A developer has part completed a project. It is in Github. We require it to be finished. The project is a detailed Carbon Emission calculator, including the ability to visualise results and generate and print reports. I am looking for developer/developers who are embracing AI to speed up coding. There are several areas in the application where I want AI to assist users, however, for now, we just want a functioning site. The AI integration will follow. We also require the site hosting the calculator to be built. I think the work is baout 80% done. Ideal candidate would be UK based. Here are the skills required as detailed by current developer: FYI, a developer/designer picking up the work will need experience in: • Python 3 (Django/Django REST framework, pandas, and Gunicorn) • JavaScript (Vue 3, Vuetify, Chart.js, Pinia) • HTML & CSS • Node Package Manager/NPM • Vite • Apache 2 • Linux for server management (Debian/Ubuntu) • Relational databases (MySQL/MariaDB) • OAuth • Graphic design/branding software (Adobe etc.) There are other minor packages besides (see NPM dependencies) but these take up less real estate. It is structured as a Vue (using Vue Router)/Django project.",https://www.peopleperhour.com/freelance-jobs/technology-programming/website-development/website-app-required-4398061,$41/hr
Saas: Rate Calculator & Engangement Calculator for Influencers,"I’m building a simple, web-based SaaS tool for social media influencers. It needs two core features: Rate Calculator (we can go into more detail when accepted): •⁠ ⁠Inputs: follower count, average reach/engagement rate, platform (Instagram, TikTok, etc.) - we have the data for the range of pricings •⁠ ⁠Outputs: suggested price per post/story/video (this will come as a range) and potential ROI (based on our engagement rate calculator) Engagement Calculator (we can go into more detail when accepted): •⁠ ⁠Inputs: Influencers @ which will pull in their open source information on the IG API. •⁠ ⁠Outputs: engagement rate % for the last 10 paid posts and 10 organic posts (per following, per reach, per impression, per engagement) Key Requirements: •⁠ ⁠Responsive user interface (desktop + mobile) •⁠ ⁠User authentication (signup/login) and dashboard to save past calculations •⁠ ⁠Clean, easy-to-read results (tables or simple charts) •⁠ ⁠Well-documented code and deployment instructions Who You Are: •⁠ ⁠A full-stack developer comfortable with React (or Vue) and Node.js (or Python/Ruby) •⁠ ⁠Experienced in building calculation tools and user dashboards •⁠ ⁠Detail-oriented, communicates clearly, and meets deadlines Please include in your proposal: •⁠ ⁠Brief outline of your approach •⁠ ⁠Examples of similar projects you’ve done •⁠ ⁠Estimated timeline and cost Looking forward to working with someone who can deliver a reliable, maintainable tool.",https://www.peopleperhour.com/freelance-jobs/technology-programming/programming-coding/saas-rate-calculator-engangement-calculator-for-influence-4399152,$342
I am looking for a Full Stack Developer.,"The project involves creating a bot that analyzes user data to provide personalized recommendations and insights. The bot will integrate with various systems and APIs to gather and process data, and will use machine learning algorithms to analyze the data and generate insights. The project requires strong skills in Full Stack Development, including knowledge of Python, Django, and React. The bot will be deployed on a cloud platform and will require ongoing maintenance and support. The project has a tight deadline, and the successful freelancer will need to be able to work quickly and efficiently to meet the requirements.",https://www.peopleperhour.com/freelance-jobs/technology-programming/data-science-analysis/i-am-looking-for-a-full-stack-developer-4388871,$25/hr
Full-Stack Developer for AI-Powered File Conversion Web App,"Description: I am looking for a skilled developer to build a web-based image tool that uses AI to remove backgrounds and allows users to convert image formats (like JPG to PNG, WebP, etc.). I already have the HTML front-end designed — your role is to integrate it with a backend that includes AI-powered features. Core Features Needed: AI background remover (using rembg or similar deep learning tools) Image format converter (e.g., JPG ↔ PNG) Upload and download functionality Clean, responsive user interface (connect to my existing HTML) Preferred Tech Stack: Backend: Python (FastAPI or Flask) AI Tools: rembg or other AI-based background removal models Image Libraries: Pillow, OpenCV (if needed) Hosting Knowledge: Deployable on Render, Railway, or VPS Bonus (Optional): User login + file history Ability to add watermark or compress image Chat assistant for basic support (OpenAI API) Requirements: Experience working with AI image tools Ability to integrate AI with a user-friendly frontend Fast delivery and budget-friendly rates Budget: Small/startup budget (please quote your best price) Timeline: 1–2 weeks max Deliverables: Full working project with source co",https://www.peopleperhour.com/freelance-jobs/technology-programming/programming-coding/full-stack-developer-for-ai-powered-file-conversion-web-app-4394148,$70
Marketing team,"We are a company that has developed a project management system tailored for the construction and trades industry. We have completed our MVP version and are now looking for a marketing agency that can manage social media, email campaigns, and analyze Google Analytics to create customer and lead conversion flows. Our system is available at timeflowsystem.se. We will start with the Swedish market but plan to expand internationally in the near future. Our system targets both private individuals looking for tradespeople and professionals in the trade industry who need a steady stream of leads and a project tool that saves them time. Applicants must have expertise in the following platforms and tools: Meta, Google Ads, Analytics, LinkedIn, YouTube, Pinterest, TikTok, Klaviyo, Microsoft Ads, Buffer, Slack, Jira, SharePoint, among others. We will be running several campaigns simultaneously and will soon be entering additional international markets. You will be responsible for creating visuals (we will provide image materials), be involved in our website (built in Python and Django CMS), run social media ads, and execute targeted email campaigns (we already have mailing lists). We are looking for a long-term, mutually beneficial collaboration.",https://www.peopleperhour.com/freelance-jobs/digital-marketing/content-marketing/marketing-team-4391435,$25/hr
Development of an AI-Powered Web Application for a Running Shoe,"This project aims to develop an innovative web application to market a customizable running shoe. The app will utilize computer vision, machine learning, and adaptive questionnaires to determine each user's optimal shoe size and gait characteristics. A foot scanner using the front-facing camera will measure foot dimensions to ensure proper fit. Users will also complete an intelligent health survey and upload a short video of their gait for analysis. Powerful AI models will integrate this multi-dimensional user data to customize the shoe's support for pronation and supination on an individual basis. The app will additionally facilitate direct e-commerce functions for purchasing customized pairs. An engaging mobile-first design focusing on usability and data privacy will optimize the user experience. Potential freelance candidates should have proven experience developing full-stack projects, with an emphasis on front-end skills like React and backend abilities in Python frameworks. Proficiency in computer vision, deep learning, and a cloud infrastructure is desired for training models and processing multimedia assets at scale. Overall, this project aims to leverage cutting-edge technologies to deliver personalized running gear and aftercare through a hassle-free digital platform.",https://www.peopleperhour.com/freelance-jobs/technology-programming/programming-coding/development-of-an-ai-powered-web-application-for-a-running-s-4388494,$492
Create a web app using Azure to replace a traditional form,"Looking to create a web application that will be hosted in Azure using Azure technologies. The application will be replacing a manual form, currently users complete the form, sign it and then email it back. We are looking to modernise the process by creating an application. The workflow is as follows. 1. User opens the web application which will be secured using a certificate 2. Before completing the form, the user completes a multi factor authentication where a captcha phrase will be used to verify that they user is human and they provide their email address for the MFA process. 3. The next step is to open up a form to get the user to confirm their email address, they get to enter it twice with copy and paste disabled for the second input textbox so they have to type it in. 4. After this, an Azure process will get the email address, generate a random token number with 5 or 6 digits and send it to the users email address, the web app will then ask the user to confirm the number, if the number matches the user is presented with a form to complete which is the actual physical form but in a way of a web application. 5. The form should capture the IP address of the client and the date, so when the form was opened and when the form was submitted for processing. 6. The form should allow the user to sign the form either by typing their name and the date or by drawing their signature and the date. 7. After the form is submitted, a PDF file Is generated with the completed details, the form is then sent to us via email and the client so that they also have a copy of the details they provided. The PDF file should be FirstName_LastName_Application_Form_DDMMYYYYHHMM. The PDF form will also need to be stored within a storage account or Google drive. 8. Validation entries should be included in the form, for example dates should be using a date control, list of ISO countries should be a drop down list etc. Technical Requirements Programming language Python preferred for the backend. Branding graphics Technology needs to run on Azure stack. CI/CD required (Azure Devops or Github Actions) Documentation required (Editing graphics, how to add new fields, CI/CD etc). Deployment required onto our domain.",https://www.peopleperhour.com/freelance-jobs/technology-programming/programming-coding/create-a-web-app-using-azure-to-replace-a-traditional-form-4391310,$164
full-stack web developer,"I’m looking for a skilled full-stack web developer who can build a complete website from scratch – both frontend and backend.I already have most of the design prepared in Canva, which I can share with you. It might not be directly usable for coding, but it provides a clear visual direction. **Core Requirements:** * Fully custom-built website (no templates, no WordPress). * Responsive design that works perfectly on desktop, tablet, and mobile. * Clean, modern, and fast-loading frontend. * Admin panel with full control over users and content. * User registration and login (via email and/or phone). * Paid posting system with credit or wallet functionality. * Listing system with filters (by location, category, etc.). * Contact options via direct message or contact form. * Strong focus on security and privacy. * SEO-friendly structure. * Multilingual support (starting with one language, but should be expandable). **Preferred Tech Stack (flexible):** * Frontend: HTML, CSS, JavaScript (or modern frameworks like React/Vue) * Backend: Node.js / PHP / Python / Laravel (or other full-stack solution) * Database: MySQL / PostgreSQL / MongoDB * Payment gateway integration (e.g., Stripe, crypto, or API-ready solution) If you're using a framework or CMS, please explain how it still allows full customization. **I Will Provide:** * Design mockups from Canva. * Reference websites with similar functionality and structure. * A clear feature list and flowchart. **You Must Have:** * Proven experience with full-stack development (portfolio required). * Strong communication skills. * Ability to deliver high-quality code on time. * Experience building classified/listing platforms is a big plus. * You must be comfortable building everything from scratch – not just frontend. ➕ **Bonus If You Can Also:** * Help with basic SEO structure. * Suggest hosting and deployment setup. * Handle testing and debugging across devices.",https://www.peopleperhour.com/freelance-jobs/technology-programming/website-development/full-stack-web-developer-4390143,$41/hr
"Develop Dashboard for GST, Startup, Import-Export & MSME Data","Description: I am looking for a highly skilled full-stack developer or agency to build a data intelligence website focused on Indian economic and business datasets. The platform will aggregate and display insights from four major categories: 1. GST Data (via GSP or scraping sources) 2. Startup Data (DPIIT/Startup India/API scraping) 3. Import/Export Data (DGFT/ICEGATE) 4.MSME Data (Udyam Portal/MSME Ministry) Key Features Required: 1. Search & Filter Interface for each data type 2. Admin panel for data uploads (CSV/API Integration) 3. Data visualizations (charts, graphs, trends) 4. User authentication system (Login/Signup) 5. Data download/export options (CSV, XLSX) 6. Responsive & clean UI Preferred Tech Stack: A. Frontend: React.js / Next.js (Tailwind preferred) B. Backend: Node.js / Python (FastAPI/Django) C. Database: PostgreSQL or MongoDB D. Deployment: AWS / Vercel / Render Deliverables: 1. Fully functional and responsive website 2. Source code with documentation 3. Admin panel to manage and update datasets 4. Sample data upload or scraper setup for at least one data category Required Experience: A. Experience working with Indian government data (MCA, GST, DGFT, etc.) B. API integrations and web scraping C. Frontend/backend full-stack development D. Strong understanding of data structure and performance optimization Project Timeline: 4-6 weeks. Budget: Open to proposals (please quote your fixed bid) To Apply, Please Provide: 1. Portfolio of similar dashboards or data-heavy projects 2. Suggested tech stack and approach for this project",https://www.peopleperhour.com/freelance-jobs/technology-programming/website-development/develop-dashboard-for-gst-startup-import-export-msme-dat-4390423,$55
